MP NAME,WORK,CATEGORY,STATE,CONSTITUENCY,IDA,CITY,WARD,BLOCK,VILLAGE,RECOMMENDED DATE,ALLOCATION AMOUNT,IDA APPROVAL,STATUS,HOUSE,ALLOCATION_AMOUNT_NUM,RECOMMENDED_DATE_PARSED,RECOMMENDED_DATE,PROJECT_ID,PROJECT_AGE_DAYS,FUTURE_DATE_FLAG,MISSING_DATE_FLAG,MISSING_AMOUNT_FLAG,ZERO_OR_NEGATIVE_AMOUNT_FLAG,MISSING_CRITICAL_FIELDS
Ajay Bhatt,WS/MP021/2023-2024/23879 - Construction of public libraries and reading rooms,Normal/Others,Uttarakhand,NAINITAL UDHAM SINGH NAG.,DISTRICT MAGISTRATE NAINITAL_IDA,,,HALDWANI,Madanpur,9/20/2023,250000,Approved by IDA,Sanctioned,Lok Sabha,250000,,,MPLADS_db434bde7a74cf9c,,0,1,0,0,0
Smt Kanta Kardam,WS/MP020/2023-2024/42608 - Lighting of public spaces,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRATE BULANDSHAHR_IDA,,,PAHASU,Baraula,10/31/2023,299500,Approved by IDA,Sanctioned,Rajya Sabha,299500,,,MPLADS_4ad9279a1213bec9,,0,1,0,0,0
Smt Kanta Kardam,WS/MP020/2023-2024/42559 - Lighting of public spaces,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRATE BULANDSHAHR_IDA,,,DIBAI,Bajidpur,10/31/2023,299500,Approved by IDA,Sanctioned,Rajya Sabha,299500,,,MPLADS_92720a1b28e93ad4,,0,1,0,0,0
Girish Chandra,"WS/MP790/2023-2024/62134 - Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Uttar Pradesh,NAGINA(SC),DISTRICT MAGISTRATE BIJNOR_IDA,,,BUDHANPUR SEOHARA,Pithapur,12/14/2023,1420000,Approved by IDA,Sanctioned,Lok Sabha,1420000,,,MPLADS_386f6522becaebf2,,0,1,0,0,0
Pradeep Kumar Singh,WS/MP418/2023-2024/36983 - Lighting of public spaces,Normal/Others,Bihar,ARARIA,DISTRICT PLANNING OFFICER ARARIA_IDA,,,ARARIA,Araria,10/14/2023,19976205,Approved by IDA,Sanctioned,Lok Sabha,19976205,,,MPLADS_a458060e9006b047,,0,1,0,0,0
Shri Hanuman Beniwal,WS/MP386/2023-2024/30451 - Construction of rooms and halls in school and colleges,Repair and Renovation,Rajasthan,NAGAUR,DISTRICT COLLECTOR NAGAUR_IDA,,,NAWA,Lichana,10/3/2023,1000000,Approved by IDA,Sanctioned,Lok Sabha,1000000,3/10/2023,3/10/2023,MPLADS_b5955df64147bdb2,1274,0,0,0,0,0
Gulam Ali (NRS),WS/MP839/2023-2024/25953 - Lighting of public spaces,Normal/Others,Jammu And Kashmir,Nominated Rajya Sabha,DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA,,,BHAWAL KHERA,Chhitepur,9/25/2023,243000,Approved by IDA,Sanctioned,Rajya Sabha,243000,,,MPLADS_89471771d8c05c34,,0,1,0,0,0
Smt Seema Dwivedi,WS/MP202/2023-2024/21596 - Improvement of electricity distribution infrastructure,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRATE JAUNPUR_IDA,,,,,9/16/2023,157000,Approved by IDA,Sanctioned,Rajya Sabha,157000,,,MPLADS_2667b716cd138323,,0,1,0,0,0
Mahendra Singh Solanky,WS/MP653/2023-2024/77792 - Construction of common work sheds/ common covered sitting area,Normal/Others,Madhya Pradesh,DEWAS(SC),DISTRICT COLLECTOR SEHORE_IDA,,,Jawar,Harniyagaon,1/8/2024,300000,Approved by IDA,Sanctioned,Lok Sabha,300000,8/1/2024,8/1/2024,MPLADS_f419b5b57e4620cf,764,0,0,0,0,0
Smt Kanta Kardam,WS/MP020/2023-2024/42603 - Lighting of public spaces,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRATE BULANDSHAHR_IDA,Anupshahr,18,,,10/31/2023,299500,Approved by IDA,Sanctioned,Rajya Sabha,299500,,,MPLADS_b66fb40bdd4a78a6,,0,1,0,0,0
Shri Rajmani Patel,WS/MP105/2023-2024/14148 - Improvement of electricity distribution infrastructure,Normal/Others,Madhya Pradesh,Sitting Rajya Sabha,DISTRICT COLLECTOR REWA_IDA,,,JAWA,Ansara,8/29/2023,266000,Approved by IDA,Sanctioned,Rajya Sabha,266000,,,MPLADS_1933f41b76153c4c,,0,1,0,0,0
Shankar Lalwani,WS/MP650/2023-2024/5225 - Installing tube-wells and borewells,Normal/Others,Madhya Pradesh,INDORE,DISTRICT COLLECTOR INDORE_IDA,Indore,ward-59,,,7/21/2023,380200,Approved by IDA,Sanctioned,Lok Sabha,380200,,,MPLADS_8f0ed5adee657c3e,,0,1,0,0,0
S Ramalingam,WS/MP456/2023-2024/40009 - Construction of water tanks,Normal/Others,Tamil Nadu,MAYILADUTHURAI,District Collector Mayiladuthurai_IDA,,,MAYILADUTHURAI,Maharajapuram,10/24/2023,750000,Approved by IDA,Sanctioned,Lok Sabha,750000,,,MPLADS_c0fe1919148691bc,,0,1,0,0,0
Shankar Lalwani,WS/MP650/2023-2024/5178 - Installing tube-wells and borewells,Normal/Others,Madhya Pradesh,INDORE,DISTRICT COLLECTOR INDORE_IDA,Indore,Ward-62,,,7/21/2023,380200,Approved by IDA,Sanctioned,Lok Sabha,380200,,,MPLADS_9d196e297a6c3fd8,,0,1,0,0,0
Shri Arun Kumar Sagar,WS/MP492/2023-2024/6134 - Street lights,Normal/Others,Uttar Pradesh,SHAHJAHANPUR(SC),DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA,,,JAITIPUR,Amreri,7/25/2023,129700,Approved by IDA,Sanctioned,Lok Sabha,129700,,,MPLADS_bc3dba240f520258,,0,1,0,0,0
Faggan Singh Kulaste,WS/MP640/2023-2024/34206 - Construction of additional rooms and halls in the existing public and community building,Normal/Others,Madhya Pradesh,MANDLA(ST),District Collector Dindori_IDA,,,SHAHPURA,Bargaon Mal.(Karaundi),10/7/2023,2000000,Approved by IDA,Sanctioned,Lok Sabha,2000000,7/10/2023,7/10/2023,MPLADS_f5d4452ef4df4d1a,1152,0,0,0,0,0
Prabhubhai Nagarbhai Vasava,WS/MP582/2023-2024/22415 - Purchase of sanitary pad vending machine and incinerators,Normal/Others,Gujarat,BARDOLI(ST),DISTRICT COLLECTOR SURAT_IDA,,,BARDOLI,Tarbhon,9/18/2023,124000,Approved by IDA,Sanctioned,Lok Sabha,124000,,,MPLADS_ddb4781847fcd406,,0,1,0,0,0
SH Manoj Kumar Jha,WS/MP042/2023-2024/17058 - Renovation of ponds and lakes,Normal/Others,Bihar,Sitting Rajya Sabha,DISTRICT PLANNING OFFICER SAHARSA_IDA,,,SIMRI BAKHTIARPUR,Rampur,9/6/2023,1499800,Approved by IDA,Sanctioned,Rajya Sabha,1499800,6/9/2023,6/9/2023,MPLADS_cf2fa466e0ae19d0,1183,0,0,0,0,0
SHRI Ramji,WS/MP198/2023-2024/7951 - Lighting of public spaces,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRAE PILIBHIT_IDA,,,MARORI,Sanda,8/3/2023,283000,Approved by IDA,Sanctioned,Rajya Sabha,283000,3/8/2023,3/8/2023,MPLADS_50beffb84ac1ad0c,1276,0,0,0,0,0
Sangam Lal Gupta,WS/MP807/2023-2024/32399 - Street lights,Normal/Others,Uttar Pradesh,PRATAPGARH,DISTRICT MAGISTRAE PRATAPGARH_IDA,,,LAKSHAMANPUR,Rampur Bheriyani,10/5/2023,186000,Approved by IDA,Sanctioned,Lok Sabha,186000,5/10/2023,5/10/2023,MPLADS_308e085a67a93495,1213,0,0,0,0,0
Dr Sanjeev Kumar Singari,WS/MP310/2023-2024/10366 - Installing tube-wells and borewells,Normal/Others,Andhra Pradesh,KURNOOL,DISTRICT COLLECTOR KURNOOL_IDA,,,TUGGALI,Chennampalle,8/17/2023,200000,Approved by IDA,Sanctioned,Lok Sabha,200000,,,MPLADS_52508879d590a2da,,0,1,0,0,0
Shri Amar Singh,WS/MP380/2023-2024/18676 - Common work sheds for artisans,Normal/Others,Punjab,FATEHGARH SAHIB(SC),DEPUTY COMMISSIONER LUDHIANA_IDA,,,Maloud,Mangewal (204),9/11/2023,200000,Approved by IDA,Sanctioned,Lok Sabha,200000,11/9/2023,11/9/2023,MPLADS_940fce4d9bf62bf4,1030,0,0,0,0,0
Upendra Singh Rawat,WS/MP811/2023-2024/28133 - Lighting of public spaces,Normal/Others,Uttar Pradesh,BARABANKI(SC),DISTRICT MAGISTRATE BARABANKI_IDA,,,SURATGANJ,Cheda,9/28/2023,20000,Approved by IDA,Sanctioned,Lok Sabha,20000,,,MPLADS_0998a7cdd1551ddf,,0,1,0,0,0
Shri Arun Kumar Sagar,WS/MP492/2023-2024/6113 - Street lights,Normal/Others,Uttar Pradesh,SHAHJAHANPUR(SC),DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA,,,KHUDAGANJ KATRA,Jiganiyan,7/25/2023,129700,Approved by IDA,Sanctioned,Lok Sabha,129700,,,MPLADS_af9679afa04fc192,,0,1,0,0,0
Sunil Kumar Soni,WS/MP567/2023-2024/9235 - Construction of boundary walls of existing public and community buildings,Normal/Others,Chhattisgarh,RAIPUR,DISTRICT COLLECTOR RAIPUR_IDA,,,ABHANPUR,Torla,8/14/2023,300000,Approved by IDA,Sanctioned,Lok Sabha,300000,,,MPLADS_f611095d2682ff3e,,0,1,0,0,0
BP Saroj Bholanath,WS/MP469/2023-2024/11467 - Lighting of public spaces,Normal/Others,Uttar Pradesh,MACHHLISHAHR(SC),DISTRICT MAGISTRATE JAUNPUR_IDA,,,BARASATHI,Barsathi,8/20/2023,178000,Approved by IDA,Sanctioned,Lok Sabha,178000,,,MPLADS_0fb8256bfcdda3b9,,0,1,0,0,0
Janardan Mishra,"WS/MP644/2023-2024/24395 - Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",Normal/Others,Madhya Pradesh,REWA,DISTRICT COLLECTOR REWA_IDA,Rewa,3,,,9/21/2023,42000,Approved by IDA,Sanctioned,Lok Sabha,42000,,,MPLADS_58beee5cfa9d4488,,0,1,0,0,0
Shri Aditya Prasad,"WS/MP081/2023-2024/1775 - Construction of roads, approach roads, link roads and pathways",Normal/Others,Jharkhand,Sitting Rajya Sabha,DEPUTY COMMISSIONER RANCHI_IDA,,,ANGARA,Bongaibera,6/29/2023,300000,Approved by IDA,Sanctioned,Rajya Sabha,300000,,,MPLADS_d4a9583dd132e780,,0,1,0,0,0
Upendra Singh Rawat,WS/MP811/2023-2024/27212 - Lighting of public spaces,Normal/Others,Uttar Pradesh,BARABANKI(SC),DISTRICT MAGISTRATE BARABANKI_IDA,,,FATEHPUR,Asohna,9/27/2023,20000,Approved by IDA,Sanctioned,Lok Sabha,20000,,,MPLADS_51d3b6601fcf0c72,,0,1,0,0,0
Feroze Varun Gandhi,WS/MP470/2023-2024/24507 - Crematoriums or structures on burial/ cremation ground for public convenience,Normal/Others,Uttar Pradesh,PILIBHIT,DISTRICT MAGISTRAE PILIBHIT_IDA,,,BARKHERA,Pratap Dandi,9/22/2023,300000,Approved by IDA,Sanctioned,Lok Sabha,300000,,,MPLADS_f8fcf0c2632f2cda,,0,1,0,0,0
